1	0	2	0	2	9	5	5	5	5	9	5	5	5	5	5	5	9	0	9	9	9	9	9	7	7	7	5	5	7	3	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	2	9	5	5	5	5	9	5	5	5	5	5	5	9	0	9	0	0	0	0	0	0	7	5	5	7	3	7	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	2	9	5	5	5	5	9	5	5	5	5	5	5	9	0	9	0	0	0	0	7	0	7	5	5	7	3	7	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	2	9	5	5	5	5	9	5	5	5	5	5	5	9	0	9	0	4	4	0	7	0	7	5	5	7	3	7	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	2	9	5	5	5	5	9	5	5	5	5	5	5	9	0	9	0	4	4	0	7	0	7	5	5	7	3	7	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	2	9	9	9	9	0	9	9	9	9	5	9	9	9	0	9	0	4	4	0	7	0	7	7	7	7	3	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	4	0	7	0	0	0	0	0	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	4	0	7	7	7	7	7	7	3	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	7	0	0	0	0	7	3	7	0	0	0	0	0	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	4	4	0	7	8	8	8	8	7	3	7	8	8	8	8	8	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	7	4	4	4	4	7	3	7	4	4	4	4	4	7	5	5	5	5	5	5	5	5	5	5	5	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	8	8	8	7	3	7	8	8	8	8	8	7	5	5	5	5	5	5	5	5	5	5	5	1
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	2	2	2	2	2	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1
1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	8	8	8	8	2	3	9	3	3	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	0	0	0	2	3	9	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	0	8	0	2	3	9	3	3	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	8	0	0	0	2	3	9	3	3	3	3	9	9	9	9	9	9	9	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	0	13	13	13	13	13	13	13	13	13	13	13	7	0	0	0	8	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	8	0	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	0	0	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	0	0	0	2	3	9	3	9	9	9	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	0	8	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	0	0	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	8	0	0	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	13	13	13	13	13	13	13	13	13	13	13	7	0	0	0	8	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	7	7	7	7	7	7	3	7	7	7	7	7	0	0	0	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	3	3	3	3	3	3	3	3	3	3	3	2	0	0	8	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	3	3	3	3	3	3	3	3	3	3	3	2	0	0	0	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	3	3	3	3	3	3	3	3	3	3	3	2	0	0	0	0	2	3	9	3	3	3	3	9	5	5	5	5	5	5	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	3	3	3	3	3	3	3	3	3	3	3	2	8	0	0	0	2	3	9	3	3	3	3	9	9	9	9	5	9	9	9	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	3	3	3	3	3	3	3	3	3	3	3	2	0	0	0	0	2	3	9	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	5	5	1
1	11	11	11	11	11	11	11	11	11	11	11	10	3	3	3	3	3	3	3	3	3	3	3	2	0	0	0	8	2	3	9	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	5	5	1
1	10	10	10	10	10	10	10	10	10	11	10	10	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	2	2	3	9	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	5	5	1
1	8	8	8	8	8	8	8	8	8	11	8	9	3	3	3	3	3	3	3	3	3	3	3	9	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	5	5	1
1	8	8	8	8	8	8	8	8	8	0	8	9	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	5	5	1
1	8	0	0	0	0	0	0	0	0	0	8	9	3	3	3	3	3	3	3	3	3	3	3	9	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	5	5	1
1	8	0	8	8	8	8	8	8	8	8	8	9	3	3	3	3	3	3	3	3	3	3	3	9	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	5	5	5	5	5	5	5	1
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
